date,sentiment140,textblob2,vader,n,retweet,favorite,followers,friends,user_favorite
2020-12-01,0.6114081996434938,0.4866310160427807,0.4919786096256685,561,2.042747049851489,8.839206871638437,95593.95227582884,2105.325319097696,27320.578389660437
2020-12-02,0.5607734806629834,0.5736648250460405,0.4953959484346225,1086,2.3680113763939823,13.598158820447573,90741.87238979118,2165.9703614998875,26888.385936681385
2020-12-03,0.5891003460207612,0.5060553633217993,0.4939446366782007,1156,1.630398027474463,8.302641775272983,66875.13881648467,2302.0922860162027,28897.03092638253
2020-12-04,0.5024630541871922,0.520935960591133,0.4322660098522167,812,1.5922354519537143,6.487296662753647,83360.32609424787,2316.1843870534967,29801.532911286264
2020-12-05,0.5011547344110855,0.5427251732101617,0.441108545034642,433,1.445749562937063,6.736888111888112,73832.94269012238,2494.45940777972,34213.715581293705
2020-12-06,0.5184331797235023,0.4769585253456221,0.4677419354838709,434,2.359126014273145,11.173819532701144,66559.11144784436,2393.500782090136,33562.18838596148
2020-12-07,0.46875,0.4855769230769231,0.4350961538461538,832,3.5407271053842613,11.885411872986657,56933.01362880102,2208.067683811817,31690.03978901908
2020-12-08,0.5767410412440839,0.5490196078431373,0.4442190669371196,1479,1.9611260053619304,9.400102132005618,73810.2554895953,2241.788076088344,29258.23254181029
2020-12-09,0.5242290748898678,0.5224669603524229,0.4634361233480176,1135,2.9885341395074474,11.492773927149388,82551.10396696652,2189.215196873617,29465.32045421029
2020-12-10,0.5864197530864198,0.5054012345679012,0.4552469135802469,1296,1.82088666295678,8.020255982192543,79583.0652198108,2239.677425338527,27540.867260248564
2020-12-11,0.5135135135135135,0.4928876244665718,0.4779516358463727,1406,1.9656975261412903,8.386083482104905,80704.965399983,2331.939301198674,26761.884128198588
2020-12-12,0.5501691093573844,0.47576099210823,0.4667418263810597,887,2.168728643808177,8.857546836337928,74395.97549192884,2134.6954754330154,29966.490220336986
2020-12-13,0.5370036101083032,0.4819494584837545,0.3889891696750902,1108,2.3940971195362866,12.716981132075473,72254.61992074289,2249.70609806589,30119.977997279235
2020-12-14,0.5792035398230089,0.5805309734513274,0.4199115044247787,2260,2.035475792988314,13.098952800121417,84011.66334041585,2269.4653589315526,26454.81063135529
2020-12-15,0.571764705882353,0.5729411764705883,0.4641176470588235,1700,3.9912937841668352,20.159303502733348,87271.18007693865,2168.813363028953,26304.6826888034
2020-12-16,0.5689415041782729,0.5793871866295265,0.4380222841225626,1436,2.146384683539428,9.86991024307562,80965.67321545514,2266.027350822451,29320.486074193923
2020-12-17,0.576499388004896,0.5813953488372093,0.4412484700122399,1634,2.0689014477045755,10.706704343113726,75192.3281721762,2252.016180227607,27716.07834636525
2020-12-18,0.5366949575636545,0.5192211682476285,0.4233649525711432,2003,4.568478786901113,21.62655266978545,84850.8440877561,2355.2405629940317,29340.52851266333
2020-12-19,0.5099894847528917,0.5120925341745531,0.4426919032597266,951,2.398386779460948,9.56502065709227,67006.29957702145,2608.7814774739327,32765.26760771198
2020-12-20,0.5542521994134897,0.570869990224829,0.407624633431085,1023,3.7630359212050974,23.577814421962746,74845.35551296906,2326.4982173099206,32509.414921115964
2020-12-21,0.5632594710507506,0.5496783416726233,0.4102930664760543,1399,3.6423898531375167,12.843724966622164,85993.18060747664,2214.3989319092125,29239.26468624833
2020-12-22,0.5799163179916318,0.5615062761506276,0.4334728033472803,1195,2.7414505557138784,11.855443146195498,95300.1742661727,2323.3823382730125,28317.004595326303
2020-12-23,0.5363636363636364,0.6034090909090909,0.4784090909090909,880,2.0690529391543486,9.675017188037126,97013.4072275696,2207.384668270884,27018.442892746647
2020-12-24,0.5635964912280702,0.5592105263157895,0.4649122807017544,456,2.8063180960496683,10.78604905958975,93559.09714529186,2264.381094406233,26477.036094710573
2020-12-25,0.481981981981982,0.5225225225225225,0.3378378378378378,222,1.698981077147016,7.872974284327996,116960.6459970888,2279.8727802037847,25640.985055798155
2020-12-26,0.4714714714714714,0.5495495495495496,0.3873873873873873,333,3.2773691351853174,15.80447047061344,96506.88409626509,2425.8873098621725,30395.05891594658
